7.948173485	-77.925075	19.422	1	6717
32.13383864	-64.46834394	27.31782121	5	336
11.01750909	-75.39267803	43.876325	3	1009
9.270193936	-75.70849166	21.51600379	2	6220
13.58038712	-78.30897045	23.45541894	2	4994
23.09213712	-77.76944773	18.14825909	2	3183
25.0099947	-69.77825757	8.150768939	4	1137
22.22602955	-29.17802879	61.10273485	6	6301
30.04852955	-30.86569773	58.85056591	6	2301
32.25707273	-19.06239545	57.51705227	8	813
35.43383636	-13.95228409	50.72482121	8	717
37.01950909	-14.63395909	57.8781553	8	1676
11.00644318	-83.63858182	40.40540227	3	1298
5.24102197	-43.48287121	32.56587197	18	843
6.573812879	-68.76239318	48.02629925	18	2384
18.82650985	-79.20931136	41.11479015	3	604
18.32715152	-70.0474803	48.81102727	3	1152
33.28798182	-56.22321212	5.014240152	4	3224
21.02701212	-76.64541364	32.14726439	3	442
32.26707652	-79.27130455	24.52599166	5	724
36.13029015	-74.57885834	17.35951288	5	948
35.90466743	-72.02420455	11.47976136	4	959
32.94685985	-67.02898561	27.96003485	5	345
34.84764848	-31.82236288	27.57458712	10	906
45.59326666	-49.67718409	38.82566439	15	2037
6.296189394	-0.96160303	67.70703864	22	3145
4.817150757	-51.40062273	56.20785757	18	1528
47.12002652	-52.8880197	33.28251743	15	1789
3.975929545	-64.94376364	57.19607425	16	846
4.206481818	-60.56341743	45.13384848	18	1741
8.88734697	-57.99059318	29.45523939	18	1965
2.929584848	-28.51199848	48.45127575	18	1038
3.5639	-56.04194091	34.25559925	18	690
2.855187879	-45.30077045	42.82154621	18	1207
7.608144697	-47.30905682	44.41111894	18	538
5.222730303	-45.51700075	67.29446515	7	934
11.09392348	-42.32270379	57.53926666	7	955
9.481434091	-36.25551288	51.27898712	7	1065
11.45537652	-50.83604545	74.55976364	7	1313
5.04432197	-25.40280379	57.24052955	7	2287
7.627504545	-13.23170227	52.50144925	7	732
16.84838409	-53.652975	69.30987652	16	1505
5.032951515	-9.445246973	62.21600303	7	3021
15.600475	-10.50256288	70.77419166	7	3228
5.69492803	-59.73766288	65.81155379	16	2167
11.57432879	-69.92231894	62.07449318	16	827
28.9684803	-49.77662425	65.03364925	16	2391
23.98147425	-56.39669925	59.28081515	16	1109
18.77836591	-62.95162197	67.2845197	16	1529
19.67472803	-64.55030757	55.41828409	16	1124
36.47752803	-33.36200227	61.62185606	6	3858
29.93042803	-38.87259091	59.01521061	6	2572
26.79780985	-29.54545455	52.07091894	6	1190
25.85470075	-24.29013485	69.7835303	8	2223
7.595770455	-25.24342879	72.01772803	7	2082
45.30227727	-10.84764545	43.88289848	8	1408
3.36935303	-14.91746136	49.1359697	19	1039
3.093654545	-6.876253788	40.91437045	19	287
3.976829545	0.078950757	41.92303561	19	854
6.826381061	-2.395710606	48.657025	19	924
4.580629545	16.90186666	15.89124091	19	1443
6.544495455	18.25705834	38.58275455	19	1611
4.476649243	11.33986061	53.15314318	19	2103
8.809319697	22.96883939	16.40794773	19	530
5.163706061	24.25330909	10.07125834	19	1044
28.35030455	9.477364391	6.958246212	20	741
28.93239318	-1.131962879	59.69905757	22	3701
17.94530227	8.076881061	52.87957348	22	2508
5.318037121	27.355175	36.11737879	19	4190
8.637587121	15.11482121	59.37108182	22	1982
14.62707425	22.02205152	48.26782273	22	1693
8.253248485	36.03402348	24.47143939	20	2696
33.45273636	-3.677875	47.93000455	22	2982
41.29546591	-2.092185606	31.81895985	21	1947
39.19336364	6.450089394	21.01126743	21	2727
35.45266743	8.221418939	10.9195	21	1936
31.13278864	23.0279947	10.12160152	21	3348
40.72239318	-8.970937121	32.16057348	8	2248
31.37202045	-4.914510606	39.22326061	21	1012
31.36160682	-12.36922803	41.94512121	21	672
